Date,Open,High,Low,Close,Volume,Target
2023-01-02,102.93841713060796,228.1908138481487,53.81802346029373,136.41502577826998,8684,112.86791361660894
2023-01-03,166.80454279208203,202.79482209698156,63.33380534086487,121.46066223690602,6171,178.6793967367913
2023-01-04,180.53023779177153,255.6539442903282,50.29342258812897,114.72115174512953,5375,130.00102252379924
2023-01-05,176.77713295302232,256.7824081955756,84.01019451228582,130.5482171572017,3640,102.26698860571199
2023-01-06,131.8359800680762,213.0800593148372,93.93483809770163,100.9686474910977,2138,183.31513801434193
2023-01-09,187.24582677107685,289.9428988275988,94.00407566336457,185.6600892885204,1268,114.40328467910469
2023-01-10,138.68174359477058,240.79074684103236,91.38917568382882,163.1108890410228,1326,161.82043703067097
2023-01-11,182.046893268527,213.5572675901938,76.50288352558941,126.29153384528578,5112,187.80911418122773
2023-01-12,192.62328762498132,262.93358493747047,96.2947220512039,159.6443263691487,5542,123.28067612498748
2023-01-13,160.43654622522138,227.72242249052618,74.71672812085062,142.22046178147497,7694,163.60490098764203
2023-01-16,147.46141581634922,251.5986875268472,76.99456008408438,106.8723464281135,3139,150.80104262865058
2023-01-17,150.1550427485112,240.40159808854523,92.78824644765507,170.40772597193074,4243,156.16965763476503
2023-01-18,195.6013770431442,271.9327669552979,62.03644186022112,115.3313416841418,1917,178.54711591954273
2023-01-19,118.59300720113896,240.86447903738002,77.57359307875149,117.02743820646202,3126,131.24543496151813
2023-01-20,184.32488574887674,274.3834985657477,79.37638185377003,162.8783147971865,8067,101.76896200957485
2023-01-23,116.17860375292416,215.6593028035425,70.84655827406775,146.13671803957354,7092,195.94725274700818
2023-01-24,118.67044677056793,205.54087051688168,68.47481921099636,175.49424493898084,1575,120.44637863006687
2023-01-25,162.63385427359782,248.0172710080593,94.67032822552349,143.09254552970472,7227,156.64368928521827
2023-01-26,130.8547991389379,241.28426917532474,70.65748743700013,184.8015184950266,2579,129.5202876847667
2023-01-27,111.14714659703708,251.66032247925014,79.65295018736235,135.62757503249514,8116,174.8434732520571
2023-01-30,168.82761124347132,266.61702037315,97.85740894024605,149.15226812714735,6249,139.5196533369334
2023-01-31,117.24647583025934,264.9232057919901,81.8592053438683,167.7375736227902,3498,198.38473439311718
2023-02-01,161.32476347952078,206.38196374295654,61.010558276373615,168.45941976150854,9555,123.53227388456646
2023-02-02,169.7978717841352,228.94758043828455,84.28556722974771,136.82867756700784,2611,143.18335787137957
2023-02-03,144.3562950232561,299.66841074060824,90.5716108388017,125.86215170180299,1375,177.87381415310267
2023-02-06,182.76862742549469,223.6857757173787,91.14489516560397,190.1407856764395,4785,189.40096612678838
2023-02-07,148.81770377453952,209.0150606923682,88.35618841205783,139.61756142264016,4106,191.4100630377876
2023-02-08,113.43889698067584,292.2451019622496,68.09248669118202,124.60746101206536,9017,135.79263295331322
2023-02-09,152.2037104154939,215.1060071743461,79.75012905343888,191.30591948985705,9354,152.71064720231743
2023-02-10,128.90526194026683,272.23524606024944,91.82153790638552,155.89964546860207,9095,161.38923188613774
2023-02-13,107.17288293824126,241.11406784029663,84.07966996508753,131.25938753682644,3756,115.71617632455576
2023-02-14,152.91499479082756,231.63158767566492,66.42408871539365,159.36365965625924,4777,168.04053718514206
2023-02-15,127.0106629813198,266.269328709539,83.37197103000426,194.20096046660967,8117,127.10904601832587
2023-02-16,148.578432954817,272.8183297029234,57.48540605650049,119.4650820914653,3915,157.01725877859747
2023-02-17,119.99912582899105,277.9249372568913,89.55273213136317,129.26476502904504,9666,123.228182541192
2023-02-20,115.41449936644248,249.7652436688456,96.73062981003002,126.80374249986762,4857,194.44161863549806
2023-02-21,120.27405295857761,210.87327775254553,65.06802141846842,176.13503410316196,2314,135.80745385243355
2023-02-22,140.47487579710622,296.3694787841515,59.31061853956716,116.04669968045786,8480,184.13286931212843
2023-02-23,113.13933943026527,211.93172867412275,96.99533111823419,138.2459482494972,8978,126.18345173696109
2023-02-24,108.67850547023266,219.62503653077866,60.03987911942435,126.56996532834954,8180,138.60327641409776
2023-02-27,105.06859996605408,297.7215222588188,77.15474825942594,127.41010890077831,8569,189.60077626806736
2023-02-28,174.55247156271452,234.35074382621633,83.39760057299023,150.4950567182753,3814,128.4262838465713
2023-03-01,133.25938557083114,200.12816480598337,74.95832270530275,127.18033791140763,4092,148.7394364357743
2023-03-02,119.33693201498033,242.79777062056274,57.878208434500735,193.11975987490683,8774,180.5429712976595
2023-03-03,106.6457940714074,217.3152751512196,71.66953953420526,108.43846104216429,8559,176.94410643951196
2023-03-06,183.61157370421301,248.89464526787899,83.15569690095194,197.31777206195784,6491,177.14735943814583
2023-03-07,108.06285213892858,264.86430621752004,71.81715189202069,177.31496709227883,4213,134.85030592311273
2023-03-08,180.59224762313647,299.2936159976591,54.112665244936345,108.59349161678801,2098,113.19644537716347
2023-03-09,188.92572296312972,241.01390874521,56.57152025612866,122.49790949188436,8557,150.40210757215638
2023-03-10,183.2666565690407,257.03305665667517,89.09871274234976,124.49272515579587,1865,195.2877481816147
2023-03-13,189.8453741077858,206.848218050727,81.86674816921459,189.64678285743713,9437,112.1542772239543
2023-03-14,175.32595192858156,232.24371315262135,60.7811265022357,163.38761674989027,3090,115.53837833885112
2023-03-15,175.5164946183438,238.01868675725262,71.50084200394178,142.76476752051337,2101,158.94771234678936
2023-03-16,109.68754615002283,227.38924255062705,69.31633704230445,114.31980995675063,9506,103.0094258792883
2023-03-17,101.85121658034171,282.96967485912074,93.90397439081318,129.62517594754434,5971,179.22966692270148
2023-03-20,160.59659148394675,201.67459177108074,55.9600934811779,129.55114646055955,9392,145.20277480925392
2023-03-21,155.00910311662074,204.62236640084313,74.27627071914551,174.72647738881227,1404,156.94257105017053
2023-03-22,115.52958839402422,207.39810219317562,79.29676173394935,159.4153164554948,4811,136.8219082178066
2023-03-23,182.41983390887327,253.45784255002195,80.30373366132227,127.2240895993049,2294,147.85374233536783
2023-03-24,181.9470958771457,273.2266433651987,64.80826790347106,156.54319651639963,2760,136.7307723567169
2023-03-27,116.06782428093936,227.36883752734707,68.92153717018014,131.51491036105313,1065,132.0805214628922
2023-03-28,177.32180280020498,215.02935252258172,97.11257143937081,121.16037504168935,3628,191.35943176541326
2023-03-29,104.81549411600798,297.0203610946817,61.6980249312938,186.06020325723762,5771,166.84225720696358
2023-03-30,141.25934528074933,266.9994268576402,90.03777935349743,165.9999367798332,5204,122.05341425221788
2023-03-31,192.43570146775306,201.31678578723654,65.48156285237832,187.5637950538885,2320,153.59020969683132
2023-04-03,101.77695195221969,219.11971763972792,69.96265280904164,188.62307801233914,4192,143.6688429817857
2023-04-04,183.15759428692024,245.32812529490894,94.3810254407822,120.52173879709474,7486,196.8032391669046
2023-04-05,123.89068204783243,289.1520265838931,86.54369015218393,137.68339618650222,5492,132.5542293352184
2023-04-06,122.94661260422365,216.05820748615287,50.635233565697774,150.75037319089105,5708,164.41334982206018
2023-04-07,146.57222908632662,242.59471020221375,81.36093719047321,178.28917444054616,3873,122.16800670338563
2023-04-10,149.67502506926303,286.40481014072606,87.76991932995844,114.82499283962429,4845,100.24371547557632
2023-04-11,180.58520480507758,210.54924809124665,89.57509255897904,113.86584152918955,7306,151.37259826888567
2023-04-12,142.8417399303741,233.27543856317502,96.13017034715844,138.61043921709208,2620,129.38760034169732
2023-04-13,119.13952877070075,271.9553598039912,81.01219932234991,181.9788615166131,5197,163.44041575282418
2023-04-14,110.10594489612212,263.00792097060224,55.019101368575065,148.18348390978716,2474,109.088057972823
2023-04-17,196.06432871132128,231.37537266353775,87.08170508749407,149.7967520658866,3753,143.85756454804886
2023-04-18,172.3820920716216,220.08509489976873,59.47030736348367,118.31570792786164,1251,183.692723126121
2023-04-19,199.85737574534218,298.79521355683875,72.40216636871493,132.69662235029185,9919,132.69162021496825
2023-04-20,148.8121121394087,206.993604617584,77.01636467126599,152.8526006523942,7845,123.67723886810606
2023-04-21,102.31929812232555,210.69919503039753,69.32993288644475,111.16219706808693,1624,136.3311424704815
2023-04-24,148.20602667188962,289.9244116752554,63.18292351307201,180.76508065138205,7067,198.48559816724776
2023-04-25,196.81862986871857,207.36861908538873,62.951863521955275,160.58492672701095,5733,199.12874694912085
2023-04-26,168.19576881996605,282.01043107175883,92.65141968472656,105.38696632417978,8016,162.75064003040742
2023-04-27,191.8892716687117,275.0310439470876,63.63468510889007,140.5028356269042,3463,154.87877537088983
2023-04-28,148.47554767178713,258.65503482655265,83.7403799648202,186.3732568130954,9797,157.0609562796719
2023-05-01,180.21313689565886,294.568111129028,87.65064045099612,157.40473379905,3616,116.004364185004
2023-05-02,174.09467174652673,266.9357718213006,95.74363107159297,180.6635680457187,8393,143.30776475571315
2023-05-03,108.89889644339365,253.89335852789617,77.72581974396611,162.40567880938823,4210,185.40619387033604
2023-05-04,122.6248977718738,241.08042255182053,50.11703628295412,144.42112723865023,4172,101.24878543619074
2023-05-05,153.15650654910837,287.9260835017504,61.436523507273506,123.10339311124905,2470,137.02291429259506
2023-05-08,169.16563295386965,290.46384362938977,83.57870560132389,170.31660631134707,6393,135.24330042560518
2023-05-09,185.7693760179521,223.14301572700288,65.49576923265451,175.35685043156076,8895,111.99699013783122
2023-05-10,174.02754102982686,236.40856834210317,82.70109111026707,164.967977692396,3230,157.44277187604345
2023-05-11,199.85720491140498,242.04786288665633,81.4735161621069,145.82837744613735,7339,132.9336151225841
2023-05-12,109.46866961113564,285.2528546698861,86.67010777400597,154.1579684579895,6709,119.17663447625647
2023-05-15,119.96310478640521,233.56992583645595,82.73871915206004,131.0896219464997,7961,178.85839269908638
2023-05-16,109.34652236509295,241.77969362072386,75.04061608165618,171.75590478737817,8434,150.66381689747374
2023-05-17,156.65377433610527,276.6460953963012,63.12296680581257,172.5873623378509,8487,105.0274585460111
2023-05-18,156.25318431350746,263.08958782756207,87.05020526397044,164.14371125814182,2620,149.41813820436724
2023-05-19,150.35970026881964,213.29205973993592,60.04415049238182,194.73744483451,5838,124.21768102766211
2023-05-22,123.72114362518246,293.1707994833163,94.52720276987732,198.68907751961964,2546,129.27751692760856
2023-05-23,123.57331339959799,244.98588207581122,88.13086074243188,101.03340745181704,2523,187.01379947143985
2023-05-24,119.22948824127462,214.90407227853896,97.0697395010132,191.00293327629805,1748,121.45418396680815
2023-05-25,134.21314464815978,223.50406671959465,64.36691540821349,192.59794289173058,2212,153.57433380033746
2023-05-26,155.85670702024063,284.4653909150777,76.22260247780451,165.43809074385928,7402,164.70115629326148
2023-05-29,107.61334536902243,290.90942819838324,78.21796352518841,121.94716613600627,8978,165.97742495517235
2023-05-30,184.53038084851391,240.28851260719728,77.20507915468707,171.3204131023293,6088,157.83712985141577
2023-05-31,142.4261953996345,233.85720910624158,95.77455740938214,193.25182894182348,5914,194.70713311120238
2023-06-01,130.62186036689712,258.7273046350997,74.40097755948901,187.7201120358484,2567,191.56439069877894
2023-06-02,166.12837820990248,246.86735651846,61.083726490144485,175.26711930960397,6014,174.01668966623868
2023-06-05,185.1271849283837,204.87635350641284,87.83682359442417,129.6370334553239,7072,186.1990728628215
2023-06-06,114.83074243883766,268.2549960005209,65.4313787993351,128.72166497448026,8034,107.47202143071085
2023-06-07,151.87322703050734,215.95465524361325,95.01505050800822,160.59556448393664,7489,180.65050173604197
2023-06-08,100.0287381816749,267.0469048215623,64.30643464571888,195.3101935845762,9091,100.4675916989184
2023-06-09,157.29581413124606,227.93552624806142,66.16232948390228,156.08015551496646,1699,188.97494249294834
2023-06-12,138.22380847704284,225.49879734447367,94.37491238867644,145.88909519912,7392,138.73306961603026
2023-06-13,112.73532280223843,244.71774337556948,66.71277043257761,140.37245776604414,8627,154.51122283552226
2023-06-14,140.63058055114286,290.7875201819129,90.92264328716885,158.28482993540783,4376,171.20051973472368
2023-06-15,181.7706840384149,257.2078061265803,95.56600769464512,114.65697318020686,9570,148.2407601547851
2023-06-16,147.20735065985195,245.73128005263592,85.6914152978031,133.64213708395522,5920,135.40982254664544
2023-06-19,157.17208121258648,287.38695610147715,95.53207937195809,157.11550765223728,9562,168.97829114876396
2023-06-20,122.33422156806462,250.71857818616093,67.64510823257224,160.87350214109176,8088,189.3514546707864
2023-06-21,121.59811400052432,204.9750630906839,51.670818064040134,109.1848063892145,5544,110.77126942046858
2023-06-22,133.82434931241497,287.3441421678623,75.48774464876634,113.93530494464741,2401,149.4609221255825
2023-06-23,159.00393231338447,216.63953678460138,85.08387943752578,146.31627735266653,8618,136.40303975849505
2023-06-26,148.5474564247302,286.4067774870671,75.8973922792267,102.47469137431155,8244,168.74266904622405
2023-06-27,141.63690507353948,214.85364282465744,91.06702619359086,107.86440352289677,8397,125.46958598316729
2023-06-28,160.8520532018174,243.83245101908443,83.00137608155629,171.04138941150458,3260,161.55195759292826
2023-06-29,162.24617107538518,211.3632531224532,94.40925623203137,188.83028363324274,3103,171.94504498166103
2023-06-30,137.87969204116757,276.28768396519445,93.47793268953481,181.02927795783796,8689,168.6772899821307
2023-07-03,180.92652028173327,299.00399943809646,66.82107572491981,196.698497651388,5161,118.8271586217757
2023-07-04,122.60325897967641,223.76286325567563,93.03483159407072,110.04610335077983,9240,104.38412064655842
2023-07-05,102.2557213594841,251.81269065649514,96.01027286565008,185.11817934701097,8027,179.90939504266186
2023-07-06,171.1133505980011,290.9303858943272,73.45069804888439,126.99181804406656,9730,178.4236746388026
2023-07-07,119.39310709961467,245.70862895650225,61.23979647614199,165.95171223966724,8791,116.34657990600058
2023-07-10,151.1973000133251,212.6245487282864,97.55666739268227,144.67086897570888,6206,136.00398095345707
2023-07-11,149.85502625205953,252.6127352180879,76.51363097123206,161.9444613077265,5810,188.28603531531382
2023-07-12,183.73993238526378,286.91815050431256,69.55986701904064,129.18056482652813,5091,120.22006447492598
2023-07-13,136.29356195131822,288.61160413532104,84.85498992810011,181.2661970544134,6674,122.84956118033672
2023-07-14,162.64564129915897,210.86028288803908,81.80575538927646,180.0241178653518,2904,163.22660198143478
2023-07-17,190.76022593267896,224.79445294862944,96.80767162507472,170.08904375226604,1023,102.67043712003108
2023-07-18,157.1107914076847,216.75232300777466,70.07093223508367,196.6885217176635,4970,145.940787133117
2023-07-19,183.84294611701773,241.57588276495403,82.24477893183732,136.9863988292655,1267,109.15133376327411
2023-07-20,191.1114500036383,256.78355550189406,96.43986061611938,151.10479643765484,8067,190.02323153998117
2023-07-21,117.12322728544707,259.4653996631507,72.33908707328095,117.5301679712521,6008,168.88037385423905
2023-07-24,123.79047315357897,221.67689697938954,63.432555176112665,112.27462863883704,2465,183.4341180727962
2023-07-25,100.87087987203167,236.08762982796458,88.32134494630782,100.24762307987076,2613,162.2352648333084
2023-07-26,193.89297856514537,221.7481944976708,99.22390650960061,159.9390838073956,6304,170.52931516475104
2023-07-27,135.46398749983075,248.2710257408898,70.4510149856169,114.44131068637498,7179,111.37525819624763
2023-07-28,140.32976669586944,222.2608366162493,82.78917215707122,154.72490609050465,8020,184.62597779351643
2023-07-31,176.49761327251852,222.24393343793744,56.27748429716557,145.51812022302437,1156,172.4110212660022
2023-08-01,190.0050344134906,218.9179805576667,93.17599159502839,103.6466802251327,8034,159.80111953593732
2023-08-02,113.22655843335245,201.1892730922691,84.714221898824,152.49120192791108,6960,162.9977545821949
2023-08-03,160.26493400481877,268.0215891650299,80.51403578442678,194.44572169641955,1457,110.11231875208014
2023-08-04,115.84872119400717,230.9403145467261,88.78183063186329,177.7234527788981,9876,171.0098952684515
2023-08-07,165.4139724249647,227.37832177886767,60.628905724686675,199.18378174343354,6865,166.1045934292389
2023-08-08,126.16903388171241,208.6044723904598,75.21655478055114,176.0719176262967,4889,186.5603763397839
2023-08-09,193.72834332433735,269.06976597859676,93.527983466256,150.44305072583074,6451,134.5390597151905
2023-08-10,150.102752886574,265.13194384016174,85.32007909858744,121.4344206038137,3543,136.80952483475903
2023-08-11,146.10653715172387,233.57365578543033,91.33356972040252,122.1494686177333,5826,160.81575803325853
2023-08-14,144.01037986804707,205.49086483371454,96.52832259359312,136.4717601523306,5317,199.73544909415793
2023-08-15,107.63867653370299,292.80937072415065,63.29810602213578,164.4438232324659,5397,140.39032601894323
2023-08-16,127.29534224535536,267.93742855105063,58.45217942366958,195.40326252896904,8357,104.76313332026996
2023-08-17,170.42453146460917,205.45911097023205,98.11208248829382,143.95966894741872,7797,179.47449314244744
2023-08-18,123.23778970449828,282.53300886054825,94.4271477510188,149.71476115105907,2299,163.8822676817724
2023-08-21,135.6990422155927,251.04068659562122,94.63902221053365,199.24932340587713,3751,188.9849428994267
2023-08-22,194.6749838459699,281.1314529742159,61.612231586879204,192.060314115763,5379,137.59299636646574
2023-08-23,139.8384336975976,248.4595948015891,99.0129992802892,174.58843586550702,7977,126.23758713830787
2023-08-24,173.59707200110572,221.42010297509862,76.61105692507556,117.12526083287392,9032,102.80511794364413
2023-08-25,184.4521234826975,233.2264025053747,65.72056950301547,105.33356838930243,7680,177.28891208834506
2023-08-28,154.87777360833763,227.3196656575893,60.82189645291585,125.14809438080249,2120,101.63609881048392
2023-08-29,189.51268170765982,204.38209952534905,62.16865315506787,185.62267213317665,5797,189.36613100063758
2023-08-30,198.55056505889024,267.47217168275984,92.4716224224692,157.49563009484655,4049,113.06491825035712
2023-08-31,169.74215266128846,252.80559774518605,84.97541733293616,126.9018555094587,6789,122.07968476939297
2023-09-01,176.38853269539703,289.19729829321426,58.49120501872713,101.0973932768862,7029,136.68144196417524
